loan_status,Principal,terms,age,Gender,dayofweek,Bechalor,High School or Below,Master or Above,college
COLLECTION,800,15,32,0,5,0,0,0,0
COLLECTION,1000,15,25,0,5,0,0,0,0
COLLECTION,1000,15,24,0,5,0,0,0,0
COLLECTION,800,15,37,0,6,0,0,0,0
COLLECTION,1000,15,24,0,5,0,0,0,0
COLLECTION,800,15,28,0,5,0,0,0,0
COLLECTION,800,15,24,0,5,0,0,0,0
COLLECTION,1000,30,27,0,5,0,1,0,0
COLLECTION,1000,30,21,0,5,0,0,0,0
COLLECTION,1000,30,27,0,6,0,0,0,0
COLLECTION,1000,30,33,0,6,0,0,0,1
COLLECTION,1000,30,24,0,5,0,0,0,1
COLLECTION,800,15,40,0,5,0,0,0,1
COLLECTION,1000,15,29,0,5,0,0,0,0
COLLECTION,800,15,28,0,5,0,0,0,0
COLLECTION,1000,30,29,0,6,0,0,0,1
COLLECTION,1000,30,26,0,6,0,1,0,0
COLLECTION,1000,30,36,0,5,0,0,0,0
COLLECTION,800,15,40,0,6,0,1,0,0
COLLECTION,1000,30,26,0,6,0,1,0,0
COLLECTION,1000,30,25,0,6,0,1,0,0
COLLECTION,1000,30,37,0,5,0,1,0,0
COLLECTION,1000,30,30,0,5,0,1,0,0
COLLECTION,1000,30,37,0,4,0,1,0,0
COLLECTION,1000,30,25,0,6,0,1,0,0
COLLECTION,1000,30,37,0,5,0,1,0,0
COLLECTION,1000,30,32,0,6,0,0,0,0
COLLECTION,1000,30,44,0,6,0,0,0,0
COLLECTION,1000,15,30,0,6,0,0,0,0
COLLECTION,800,15,38,0,2,0,0,0,0
COLLECTION,1000,30,26,0,6,0,0,0,1
COLLECTION,1000,30,26,0,0,0,0,0,1
COLLECTION,800,15,28,0,6,0,0,0,0
COLLECTION,1000,30,23,0,6,0,1,0,0
COLLECTION,800,15,26,0,5,0,0,0,0
COLLECTION,1000,30,28,0,6,0,0,0,0
COLLECTION,1000,30,26,0,6,0,0,0,1
COLLECTION,1000,30,19,0,5,0,0,0,0
COLLECTION,1000,30,33,0,5,0,0,0,1
COLLECTION,1000,30,25,0,5,0,0,0,1
COLLECTION,1000,30,32,0,5,0,0,0,1
COLLECTION,800,15,35,0,6,0,0,0,0
COLLECTION,1000,30,25,0,6,0,1,0,0
COLLECTION,1000,30,25,0,4,0,0,0,1
COLLECTION,800,17,34,0,6,0,1,0,0
COLLECTION,1000,30,33,0,2,0,1,0,0
COLLECTION,1000,30,24,0,4,0,0,0,1
COLLECTION,1000,30,24,0,5,0,0,0,1
COLLECTION,1000,30,40,0,6,0,0,0,0
COLLECTION,800,15,29,0,6,0,0,0,0
COLLECTION,1000,15,39,0,6,0,0,0,0
COLLECTION,800,15,32,0,5,0,0,0,0
COLLECTION,1000,15,30,0,6,0,0,0,1
COLLECTION,800,15,22,0,5,0,0,0,0
COLLECTION,1000,30,29,0,6,0,0,0,0
COLLECTION,1000,30,29,1,6,0,0,0,0
COLLECTION,1000,30,30,0,6,0,0,0,0
COLLECTION,800,18,34,0,6,0,0,0,0
COLLECTION,1000,30,36,0,6,0,1,0,0
COLLECTION,800,15,35,0,6,0,0,0,0
COLLECTION,1000,30,29,0,6,0,0,0,1
COLLECTION,1000,30,22,0,6,0,0,0,0
COLLECTION,800,15,28,0,5,0,0,0,1
COLLECTION,1000,15,24,0,5,0,0,0,0
COLLECTION,1000,30,26,0,6,0,0,0,0
COLLECTION,1000,30,34,0,6,0,0,0,0
COLLECTION,800,15,27,0,6,0,0,0,0
COLLECTION,1000,30,24,0,5,0,0,0,1
COLLECTION,800,15,35,0,6,0,1,0,0
COLLECTION,1000,30,29,1,6,0,0,0,0
COLLECTION,1000,15,25,0,6,0,0,0,1
COLLECTION,1000,30,26,0,6,0,0,0,1
